cut_idx,fPhase,canon_tt,cut_delay
18582,1,17895697, 30.360001
18583,0,2004318071, 17.670000
18583,1,286331153, 18.620001
18584,0,926365495, 25.350000
18584,1,320017171, 21.030001
18585,0,522133279, 25.350000
18585,1,117901063, 21.030001
18586,0,253693727, 28.330000
18586,1,118425359, 25.270000
18587,0,19071267, -1.000000
18587,1,935278527, -1.000000
18588,0,33489407, 28.330000
18588,1,8323199, 25.270000
18589,0,930559863, -1.000000
18589,1,286462227, -1.000000
18590,0,369038847, -1.000000
18590,1,5701719, -1.000000
18591,0,87491895, 29.410000
18591,1,324997983, 22.709999
18592,0,19079971, -1.000000
18592,1,926365631, -1.000000
18593,0,253697823, -1.000000
18593,1,117901071, -1.000000
18594,0,17900339, -1.000000
18594,1,859290559, -1.000000
18595,0,17956863, -1.000000
18595,1,30591, -1.000000
18596,0,930576247, -1.000000
18596,1,286331155, -1.000000
18597,0,357957631, -1.000000
18597,1,21847, -1.000000
18598,0,930576247, -1.000000
18598,1,286331155, -1.000000
18599,0,357957631, -1.000000
18599,1,21847, -1.000000
18600,0,987423, 35.500000
18600,1,125243391, 28.770000
18601,0,1117983, 35.500000
18601,1,118454271, 28.770000
18602,0,87504695, -1.000000
18602,1,320017247, -1.000000
18603,0,89470839, -1.000000
18603,1,286479711, -1.000000
18604,0,2004318071, 17.670000
18604,1,286331153, 24.280001
18605,0,1465341783, 21.020000
18605,1,353703189, 26.590000
18606,0,2139062143, 21.379999
18606,1,16843009, 26.600000
18607,0,1431786839, 25.920000
18607,1,357897557, 25.270000
18608,0,1431786839, 25.920000
18608,1,357897557, 32.410000
18609,0,2004842367, 24.190001
18609,1,17891601, 35.830002
18610,0,1431655767, -1.000000
18610,1,357913941, -1.000000
18611,0,858994495, -1.000000
18611,1,51589939, -1.000000
18612,0,859255615, -1.000000
18612,1,53678899, -1.000000
18613,0,859010943, -1.000000
18613,1,17904435, -1.000000
18614,0,926365503, -1.000000
18614,1,51581715, -1.000000
18615,0,858993535, -1.000000
18615,1,20132659, -1.000000
18616,0,858994495, -1.000000
18616,1,51589939, -1.000000
18617,0,2004318079, 30.549999
18617,1,17895697, 30.360001
18618,0,2004318079, 30.549999
18618,1,17895697, 30.360001
18619,0,2004318071, 17.670000
18619,1,286331153, 24.280001
18620,0,1465341783, 21.020000
18620,1,353703189, 26.590000
18621,0,2139062143, 21.379999
18621,1,16843009, 26.600000
18622,0,1431786839, 25.920000
18622,1,357897557, 25.270000
18623,0,1431786839, 25.920000
18623,1,357897557, 32.410000
18624,0,2004842367, 24.190001
18624,1,17891601, 35.830002
18625,0,1431655767, -1.000000
18625,1,357913941, -1.000000
18626,0,858994495, -1.000000
18626,1,51589939, -1.000000
18627,0,859255615, -1.000000
18627,1,53678899, -1.000000
18628,0,859010943, -1.000000
18628,1,17904435, -1.000000
18629,0,926365503, -1.000000
18629,1,51581715, -1.000000
18630,0,858993535, -1.000000
18630,1,20132659, -1.000000
18631,0,858994495, -1.000000
18631,1,51589939, -1.000000
18632,0,2004318079, 30.549999
18632,1,17895697, 30.360001
18633,0,2004318079, 30.549999
18633,1,17895697, 30.360001
18634,0,2004318071, 17.670000
18634,1,286331153, 24.280001
18635,0,522133279, 25.350000
18635,1,117901063, 21.030001
18636,0,522133279, 25.350000
18636,1,117901063, 21.030001
18637,0,33489407, 25.920000
18637,1,8323199, 25.270000
18638,0,19071267, -1.000000
18638,1,935278527, -1.000000
18639,0,33489407, 25.920000
18639,1,8323199, 25.270000
18640,0,369038847, -1.000000
18640,1,5701719, -1.000000
18641,0,369038847, -1.000000
18641,1,5701719, -1.000000
18642,0,56034135, 29.410000
18642,1,356455743, 22.709999
18643,0,17900339, -1.000000
18643,1,859290559, -1.000000
18644,0,17956863, -1.000000
18644,1,30591, -1.000000
18645,0,19079971, -1.000000
18645,1,926365631, -1.000000
18646,0,17956863, -1.000000
18646,1,30591, -1.000000
18647,0,357957631, -1.000000
18647,1,21847, -1.000000
18648,0,357957631, -1.000000
18648,1,21847, -1.000000
18649,0,357957631, -1.000000
18649,1,21847, -1.000000
18650,0,357957631, -1.000000
18650,1,21847, -1.000000
18651,0,1117983, 35.500000
18651,1,118454271, 28.770000
18652,0,987423, 35.500000
18652,1,125243391, 28.770000
18653,0,53696375, -1.000000
18653,1,286602047, -1.000000
18654,0,56055639, -1.000000
18654,1,353703231, -1.000000
18655,0,2004318071, 17.670000
18655,1,286331153, 24.280001
18656,0,1465341783, 21.020000
18656,1,353703189, 26.590000
18657,0,2139062143, 21.379999
18657,1,16843009, 26.600000
18658,0,1431786839, 25.920000
18658,1,357897557, 25.270000
18659,0,1431786839, 25.920000
18659,1,357897557, 32.410000
18660,0,2004842367, 24.190001
18660,1,17891601, 35.830002
18661,0,1431655767, -1.000000
18661,1,357913941, -1.000000
18662,0,858994495, -1.000000
18662,1,51589939, -1.000000
18663,0,859255615, -1.000000
18663,1,53678899, -1.000000
18664,0,859010943, -1.000000
18664,1,17904435, -1.000000
18665,0,926365503, -1.000000
18665,1,51581715, -1.000000
18666,0,858993535, -1.000000
18666,1,20132659, -1.000000
18667,0,858994495, -1.000000
18667,1,51589939, -1.000000
18668,0,2004318079, 30.549999
18668,1,17895697, 30.360001
18669,0,2004318079, 30.549999
18669,1,17895697, 30.360001
18670,0,2004318071, 17.670000
18670,1,286331153, 24.280001
18671,0,1465341783, 21.020000
18671,1,353703189, 26.590000
18672,0,2139062143, 21.379999
18672,1,16843009, 26.600000
18673,0,1431786839, 25.920000
18673,1,357897557, 25.270000
18674,0,1431786839, 25.920000
18674,1,357897557, 25.270000
18675,0,2004842367, 24.190001
18675,1,17891601, 35.830002
18676,0,1431655767, -1.000000
18676,1,357913941, -1.000000
18677,0,858994495, -1.000000
18677,1,51589939, -1.000000
18678,0,859255615, -1.000000
18678,1,53678899, -1.000000
18679,0,859010943, -1.000000
18679,1,17904435, -1.000000
18680,0,926365503, -1.000000
18680,1,51581715, -1.000000
18681,0,858993535, -1.000000
18681,1,20132659, -1.000000
18682,0,858994495, -1.000000
18682,1,51589939, -1.000000
18683,0,2004318079, 30.549999
18683,1,17895697, 30.360001
18684,0,2004318079, 30.549999
18684,1,17895697, 30.360001
18685,0,2004318071, 17.670000
18685,1,286331153, 24.280001
18686,0,522133279, 25.350000
18686,1,117901063, 21.030001
18687,0,522133279, 25.350000
18687,1,117901063, 21.030001
18688,0,33489407, 25.920000
18688,1,8323199, 25.270000
18689,0,19071267, -1.000000
18689,1,935278527, -1.000000
18690,0,33489407, 25.920000
18690,1,8323199, 25.270000
18691,0,369038847, -1.000000
18691,1,5701719, -1.000000
18692,0,369038847, -1.000000
18692,1,5701719, -1.000000
18693,0,56034135, 29.410000
18693,1,356455743, 22.709999
18694,0,17900339, -1.000000
18694,1,859290559, -1.000000
18695,0,17956863, -1.000000
18695,1,30591, -1.000000
18696,0,19079971, -1.000000
18696,1,926365631, -1.000000
18697,0,17956863, -1.000000
18697,1,30591, -1.000000
18698,0,357957631, -1.000000
18698,1,21847, -1.000000
18699,0,357957631, -1.000000
18699,1,21847, -1.000000
18700,0,357957631, -1.000000
18700,1,21847, -1.000000
18701,0,357957631, -1.000000
18701,1,21847, -1.000000
18702,0,1117983, 35.500000
18702,1,118454271, 28.770000
18703,0,987423, 35.500000
18703,1,125243391, 28.770000
18704,0,53696375, -1.000000
18704,1,286602047, -1.000000
18705,0,56055639, -1.000000
18705,1,353703231, -1.000000
18706,0,2004318071, 17.670000
18706,1,286331153, 24.280001
18707,0,2139062143, 21.379999
18707,1,16843009, 26.600000
18708,0,2139062143, 21.379999
18708,1,16843009, 26.600000
18709,0,536813567, 24.190001
18709,1,458759, 26.000000
18710,0,536813567, 24.190001
18710,1,458759, 26.000000
18711,0,536813567, 24.190001
18711,1,458759, 26.000000
18712,0,536813567, 24.190001
18712,1,458759, 26.000000
18713,0,2147450879, 23.370001
18713,1,65537, 28.690001
18714,0,56098815, 36.279999
18714,1,5439, 29.040001
18715,0,56098815, 36.279999
18715,1,5439, 29.040001
18716,0,369098751, -1.000000
18716,1,87, -1.000000
18717,0,369098751, -1.000000
18717,1,87, -1.000000
18718,0,369098751, -1.000000
18718,1,87, -1.000000
18719,0,369098751, -1.000000
18719,1,87, -1.000000
18720,0,33554431, 30.549999
18720,1,127, 30.360001
18721,0,33554431, 30.549999
18721,1,127, 30.360001
18722,0,19136511, -1.000000
18722,1,14271, -1.000000
18723,0,19136511, -1.000000
18723,1,14271, -1.000000
18724,0,33554431, 30.549999
18724,1,127, 30.360001
18725,0,33554431, 30.549999
18725,1,127, 30.360001
18726,0,536870911, -1.000000
18726,1,7, -1.000000
18727,0,536870911, -1.000000
18727,1,7, -1.000000
18728,0,536870911, -1.000000
18728,1,7, -1.000000
18729,0,536870911, -1.000000
18729,1,7, -1.000000
18730,0,2004318071, 17.670000
18730,1,286331153, 24.280001
18731,0,1465341783, 25.350000
18731,1,353703189, 21.030001
18732,0,2139062143, 21.379999
18732,1,16843009, 26.600000
18733,0,1431786839, 28.330000
18733,1,357897557, 25.270000
18734,0,1431786839, 28.330000
18734,1,357897557, 25.270000
18735,0,2004842367, 31.780001
18735,1,17891601, 26.000000
18736,0,1431655767, -1.000000
18736,1,357913941, -1.000000
18737,0,858993535, -1.000000
18737,1,20132659, -1.000000
18738,0,252645247, -1.000000
18738,1,17764111, -1.000000
18739,0,858993535, -1.000000
18739,1,20132659, -1.000000
18740,0,252645247, -1.000000
18740,1,17764111, -1.000000
18741,0,2004318079, 30.549999
18741,1,17895697, 30.360001
18742,0,2004318079, 30.549999
18742,1,17895697, 30.360001
18743,0,2004318071, 17.670000
18743,1,286331153, 24.280001
18744,0,1465341783, 21.020000
18744,1,353703189, 26.590000
18745,0,2139062143, 21.379999
18745,1,16843009, 26.600000
18746,0,1431786839, 25.920000
18746,1,357897557, 25.270000
18747,0,1431786839, 25.920000
18747,1,357897557, 32.410000
18748,0,2004842367, 24.190001
18748,1,17891601, 35.830002
18749,0,1431655767, -1.000000
18749,1,357913941, -1.000000
18750,0,858994495, -1.000000
18750,1,51589939, -1.000000
18751,0,859255615, -1.000000
18751,1,53678899, -1.000000
18752,0,859010943, -1.000000
18752,1,17904435, -1.000000
18753,0,926365503, -1.000000
18753,1,51581715, -1.000000
18754,0,858993535, -1.000000
18754,1,20132659, -1.000000
18755,0,858994495, -1.000000
18755,1,51589939, -1.000000
18756,0,2004318079, 30.549999
18756,1,17895697, 30.360001
18757,0,2004318079, 30.549999
18757,1,17895697, 30.360001
18758,0,2004318071, 17.670000
18758,1,286331153, 24.280001
18759,0,1465341783, 21.020000
18759,1,353703189, 26.590000
18760,0,2139062143, 21.379999
18760,1,16843009, 26.600000
18761,0,1431786839, 25.920000
18761,1,357897557, 25.270000
18762,0,1431786839, 25.920000
18762,1,357897557, 32.410000
18763,0,2004842367, 24.190001
18763,1,17891601, 35.830002
18764,0,1431655767, -1.000000
18764,1,357913941, -1.000000
18765,0,858994495, -1.000000
18765,1,51589939, -1.000000
18766,0,859255615, -1.000000
18766,1,53678899, -1.000000
18767,0,859010943, -1.000000
18767,1,17904435, -1.000000
18768,0,926365503, -1.000000
18768,1,51581715, -1.000000
18769,0,858993535, -1.000000
18769,1,20132659, -1.000000
18770,0,858994495, -1.000000
18770,1,51589939, -1.000000
18771,0,2004318079, 30.549999
18771,1,17895697, 30.360001
18772,0,2004318079, 30.549999
18772,1,17895697, 30.360001
18773,0,2004318071, 17.670000
18773,1,286331153, 24.280001
18774,0,522133279, 25.350000
18774,1,117901063, 21.030001
18775,0,522133279, 25.350000
18775,1,117901063, 21.030001
18776,0,33489407, 25.920000
18776,1,8323199, 25.270000
18777,0,19071267, -1.000000
18777,1,935278527, -1.000000
18778,0,33489407, 25.920000
18778,1,8323199, 25.270000
18779,0,369038847, -1.000000
18779,1,5701719, -1.000000
18780,0,369038847, -1.000000
18780,1,5701719, -1.000000
18781,0,56034135, 29.410000
18781,1,356455743, 22.709999
18782,0,17900339, -1.000000
18782,1,859290559, -1.000000
18783,0,17956863, -1.000000
18783,1,30591, -1.000000
18784,0,19079971, -1.000000
18784,1,926365631, -1.000000
18785,0,17956863, -1.000000
18785,1,30591, -1.000000
18786,0,357957631, -1.000000
18786,1,21847, -1.000000
18787,0,357957631, -1.000000
18787,1,21847, -1.000000
18788,0,357957631, -1.000000
18788,1,21847, -1.000000
18789,0,357957631, -1.000000
18789,1,21847, -1.000000
18790,0,1117983, 35.500000
18790,1,118454271, 28.770000
18791,0,987423, 35.500000
18791,1,125243391, 28.770000
18792,0,53696375, -1.000000
18792,1,286602047, -1.000000
18793,0,56055639, -1.000000
18793,1,353703231, -1.000000
18794,0,2004318071, 17.670000
18794,1,286331153, 24.280001
18795,0,1465341783, 21.020000
18795,1,353703189, 26.590000
18796,0,2139062143, 31.150000
18796,1,16843009, 26.600000
18797,0,1431786839, 28.330000
18797,1,357897557, 25.270000
18798,0,1431786839, 25.920000
18798,1,357897557, 32.410000
18799,0,2004842367, 24.190001
18799,1,17891601, 35.830002
18800,0,1431655767, -1.000000
18800,1,357913941, -1.000000
18801,0,858994495, -1.000000
18801,1,51589939, -1.000000
18802,0,859255615, -1.000000
18802,1,53678899, -1.000000
18803,0,859010943, -1.000000
18803,1,17904435, -1.000000
18804,0,926365503, -1.000000
18804,1,51581715, -1.000000
18805,0,858993535, -1.000000
18805,1,20132659, -1.000000
18806,0,858994495, -1.000000
18806,1,51589939, -1.000000
18807,0,2004318079, 30.549999
18807,1,17895697, 30.360001
18808,0,2004318079, 30.549999
18808,1,17895697, 30.360001
18809,0,2004318071, 17.670000
18809,1,286331153, 24.280001
18810,0,1465341783, 21.020000
18810,1,353703189, 26.590000
18811,0,2139062143, 31.150000
18811,1,16843009, 26.600000
18812,0,1431786839, 28.330000
18812,1,357897557, 25.270000
18813,0,1431786839, 25.920000
18813,1,357897557, 32.410000
18814,0,2004842367, 24.190001
18814,1,17891601, 35.830002
18815,0,1431655767, -1.000000
18815,1,357913941, -1.000000
18816,0,858994495, -1.000000
18816,1,51589939, -1.000000
18817,0,859255615, -1.000000
18817,1,53678899, -1.000000
18818,0,859010943, -1.000000
18818,1,17904435, -1.000000
18819,0,926365503, -1.000000
18819,1,51581715, -1.000000
18820,0,858993535, -1.000000
18820,1,20132659, -1.000000
18821,0,858994495, -1.000000
18821,1,51589939, -1.000000
18822,0,2004318079, 30.549999
18822,1,17895697, 30.360001
18823,0,2004318079, 30.549999
18823,1,17895697, 30.360001
18824,0,2004318071, 17.670000
18824,1,286331153, 24.280001
18825,0,522133279, 25.350000
18825,1,117901063, 21.030001
18826,0,522133279, 25.350000
18826,1,117901063, 21.030001
18827,0,33489407, 25.920000
18827,1,8323199, 32.410000
18828,0,19071267, -1.000000
18828,1,935278527, -1.000000
18829,0,33489407, 25.920000
18829,1,8323199, 32.410000
18830,0,369038847, -1.000000
18830,1,5701719, -1.000000
18831,0,369038847, -1.000000
18831,1,5701719, -1.000000
18832,0,56034135, 29.410000
18832,1,356455743, 22.709999
18833,0,17900339, -1.000000
18833,1,859290559, -1.000000
18834,0,17956863, -1.000000
18834,1,30591, -1.000000
18835,0,19079971, -1.000000
18835,1,926365631, -1.000000
18836,0,17956863, -1.000000
18836,1,30591, -1.000000
18837,0,357957631, -1.000000
18837,1,21847, -1.000000
18838,0,357957631, -1.000000
18838,1,21847, -1.000000
18839,0,357957631, -1.000000
18839,1,21847, -1.000000
18840,0,357957631, -1.000000
18840,1,21847, -1.000000
18841,0,1117983, 35.500000
18841,1,118454271, 28.770000
18842,0,987423, 35.500000
18842,1,125243391, 28.770000
18843,0,53696375, -1.000000
18843,1,286602047, -1.000000
18844,0,56055639, -1.000000
18844,1,353703231, -1.000000
18845,0,2004318071, 17.670000
18845,1,286331153, 24.280001
18846,0,2139062143, 21.379999
18846,1,16843009, 26.600000
18847,0,2139062143, 31.150000
18847,1,16843009, 26.600000
18848,0,536813567, 24.190001
18848,1,458759, 26.000000
18849,0,536813567, 31.780001
18849,1,458759, 26.000000
18850,0,536813567, 24.190001
18850,1,458759, 26.000000
18851,0,536813567, 31.780001
18851,1,458759, 26.000000
18852,0,2147450879, 23.370001
18852,1,65537, 28.690001
18853,0,56098815, 28.690001
18853,1,5439, 29.040001
18854,0,56098815, 36.279999
18854,1,5439, 29.040001
18855,0,369098751, -1.000000
18855,1,87, -1.000000
18856,0,369098751, -1.000000
18856,1,87, -1.000000
18857,0,369098751, -1.000000
18857,1,87, -1.000000
18858,0,369098751, -1.000000
18858,1,87, -1.000000
18859,0,33554431, 30.549999
18859,1,127, 30.360001
18860,0,33554431, 30.549999
18860,1,127, 30.360001
18861,0,19136511, -1.000000
18861,1,14271, -1.000000
18862,0,19136511, -1.000000
18862,1,14271, -1.000000
18863,0,33554431, 30.549999
18863,1,127, 30.360001
18864,0,33554431, 30.549999
18864,1,127, 30.360001
18865,0,536870911, -1.000000
18865,1,7, -1.000000
18866,0,536870911, -1.000000
18866,1,7, -1.000000
18867,0,536870911, -1.000000
18867,1,7, -1.000000
18868,0,536870911, -1.000000
18868,1,7, -1.000000
18869,0,2004318071, 17.670000
18869,1,286331153, 24.280001
18870,0,1465341783, 25.350000
18870,1,353703189, 21.030001
18871,0,2139062143, 21.379999
18871,1,16843009, 26.600000
18872,0,1431786839, 28.330000
18872,1,357897557, 25.270000
18873,0,1431786839, 28.330000
18873,1,357897557, 25.270000
18874,0,2004842367, 24.190001
18874,1,17891601, 26.000000
18875,0,1431655767, -1.000000
18875,1,357913941, -1.000000
18876,0,252645247, -1.000000
18876,1,17764111, -1.000000
18877,0,252645247, -1.000000
18877,1,17764111, -1.000000
18878,0,252645247, -1.000000
18878,1,17764111, -1.000000
18879,0,252645247, -1.000000
18879,1,17764111, -1.000000
18880,0,2004318079, 30.549999
18880,1,17895697, 30.360001
18881,0,2004318079, 30.549999
18881,1,17895697, 30.360001
18882,0,2004318071, 17.670000
18882,1,286331153, 18.620001
18883,0,926365495, 25.350000
18883,1,320017171, 21.030001
18884,0,522133279, 25.350000
18884,1,117901063, 21.030001
18885,0,253693727, 28.330000
18885,1,118425359, 25.270000
18886,0,19071267, -1.000000
18886,1,935278527, -1.000000
18887,0,33489407, 25.920000
18887,1,8323199, 25.270000
18888,0,930559863, -1.000000
18888,1,286462227, -1.000000
18889,0,369038847, -1.000000
18889,1,5701719, -1.000000
18890,0,87491895, 29.410000
18890,1,324997983, 22.709999
18891,0,19079971, -1.000000
18891,1,926365631, -1.000000
18892,0,253697823, -1.000000
18892,1,117901071, -1.000000
18893,0,17900339, -1.000000
18893,1,859290559, -1.000000
18894,0,17956863, -1.000000
18894,1,30591, -1.000000
18895,0,930576247, -1.000000
18895,1,286331155, -1.000000
18896,0,357957631, -1.000000
18896,1,21847, -1.000000
18897,0,930576247, -1.000000
18897,1,286331155, -1.000000
18898,0,357957631, -1.000000
18898,1,21847, -1.000000
18899,0,987423, 35.500000
18899,1,125243391, 28.770000
18900,0,1117983, 35.500000
18900,1,118454271, 28.770000
18901,0,87504695, -1.000000
18901,1,320017247, -1.000000
18902,0,89470839, -1.000000
18902,1,286479711, -1.000000
18903,0,2004318071, 17.670000
18903,1,286331153, 18.620001
18904,0,2139062143, 21.379999
18904,1,16843009, 26.600000
18905,0,2139062143, 21.379999
18905,1,16843009, 26.600000
18906,0,939472895, 24.190001
18906,1,1245203, 35.830002
18907,0,536813567, 24.190001
18907,1,458759, 26.000000
18908,0,1065303935, 24.190001
18908,1,16974083, 26.000000
18909,0,939472895, 24.190001
18909,1,1245203, 26.000000
18910,0,2147450879, 23.370001
18910,1,65537, 28.690001
18911,0,257900415, 36.279999
18911,1,16975119, 29.040001
18912,0,87556095, 36.279999
18912,1,4959, 29.040001
18913,0,930611199, -1.000000
18913,1,4371, -1.000000
18914,0,369098751, -1.000000
18914,1,87, -1.000000
18915,0,1065320319, -1.000000
18915,1,16843011, -1.000000
18916,0,930611199, -1.000000
18916,1,4371, -1.000000
18917,0,253755391, 30.549999
18917,1,1807, 30.360001
18918,0,33554431, 30.549999
18918,1,127, 30.360001
18919,0,253701951, -1.000000
18919,1,50793231, -1.000000
18920,0,19136511, -1.000000
18920,1,14271, -1.000000
18921,0,268378111, 30.549999
18921,1,458767, 30.360001
18922,0,253755391, 30.549999
18922,1,1807, 30.360001
18923,0,1065353215, -1.000000
18923,1,259, -1.000000
18924,0,536870911, -1.000000
18924,1,7, -1.000000
18925,0,1073709055, -1.000000
18925,1,65539, -1.000000
18926,0,939524095, -1.000000
18926,1,19, -1.000000
18927,0,2004318071, 27.879999
18927,1,286331153, 18.620001
18928,0,1465341783, 21.020000
18928,1,353703189, 21.030001
18929,0,1431786839, 28.330000
18929,1,357897557, 25.270000
18930,0,1431786839, 25.920000
18930,1,357897557, 25.270000
18931,0,1431655767, -1.000000
18931,1,357913941, -1.000000
18932,0,1431656287, -1.000000
18932,1,85284181, -1.000000
18933,0,1431786847, -1.000000
18933,1,89462101, -1.000000
18934,0,1431655807, -1.000000
18934,1,22369621, -1.000000
18935,0,1431656287, -1.000000
18935,1,85284181, -1.000000
18936,0,2004318071, 17.670000
18936,1,286331153, 24.280001
18937,0,1465341783, 21.020000
18937,1,353703189, 26.590000
18938,0,2139062143, 21.379999
18938,1,16843009, 22.879999
18939,0,1431786839, 25.920000
18939,1,357897557, 25.270000
18940,0,1431786839, 25.920000
18940,1,357897557, 32.410000
18941,0,2004842367, 24.190001
18941,1,17891601, 35.830002
18942,0,1431655767, -1.000000
18942,1,357913941, -1.000000
18943,0,858994495, -1.000000
18943,1,51589939, -1.000000
18944,0,859255615, -1.000000
18944,1,53678899, -1.000000
18945,0,859010943, -1.000000
18945,1,17904435, -1.000000
18946,0,926365503, -1.000000
18946,1,51581715, -1.000000
18947,0,858993535, -1.000000
18947,1,20132659, -1.000000
18948,0,858994495, -1.000000
18948,1,51589939, -1.000000
18949,0,2004318079, 30.549999
18949,1,17895697, 30.360001
18950,0,2004318079, 30.549999
18950,1,17895697, 30.360001
18951,0,2004318071, 17.670000
18951,1,286331153, 24.280001
18952,0,1465341783, 21.020000
18952,1,353703189, 26.590000
18953,0,2139062143, 21.379999
18953,1,16843009, 22.879999
18954,0,1431786839, 25.920000
18954,1,357897557, 25.270000
18955,0,1431786839, 25.920000
18955,1,357897557, 32.410000
18956,0,2004842367, 24.190001
18956,1,17891601, 35.830002
18957,0,1431655767, -1.000000
18957,1,357913941, -1.000000
18958,0,858994495, -1.000000
18958,1,51589939, -1.000000
18959,0,859255615, -1.000000
18959,1,53678899, -1.000000
18960,0,859010943, -1.000000
18960,1,17904435, -1.000000
18961,0,926365503, -1.000000
18961,1,51581715, -1.000000
18962,0,858993535, -1.000000
18962,1,20132659, -1.000000
18963,0,858994495, -1.000000
18963,1,51589939, -1.000000
18964,0,2004318079, 30.549999
18964,1,17895697, 30.360001
18965,0,2004318079, 30.549999
18965,1,17895697, 30.360001
18966,0,2004318071, 17.670000
18966,1,286331153, 24.280001
18967,0,522133279, 21.020000
18967,1,117901063, 26.590000
18968,0,522133279, 21.020000
18968,1,117901063, 26.590000
18969,0,33489407, 25.920000
18969,1,8323199, 32.410000
18970,0,19071267, -1.000000
18970,1,935278527, -1.000000
18971,0,33489407, 25.920000
18971,1,8323199, 32.410000
18972,0,369038847, -1.000000
18972,1,5701719, -1.000000
18973,0,369038847, -1.000000
18973,1,5701719, -1.000000
18974,0,56034135, 29.410000
18974,1,356455743, 22.709999
18975,0,17900339, -1.000000
18975,1,859290559, -1.000000
18976,0,17956863, -1.000000
18976,1,30591, -1.000000
18977,0,19079971, -1.000000
18977,1,926365631, -1.000000
18978,0,17956863, -1.000000
18978,1,30591, -1.000000
18979,0,357957631, -1.000000
18979,1,21847, -1.000000
18980,0,357957631, -1.000000
18980,1,21847, -1.000000
18981,0,357957631, -1.000000
18981,1,21847, -1.000000
18982,0,357957631, -1.000000
18982,1,21847, -1.000000
18983,0,1117983, 28.980000
18983,1,118454271, 28.770000
18984,0,987423, 28.980000
18984,1,125243391, 28.770000
18985,0,53696375, -1.000000
18985,1,286602047, -1.000000
18986,0,56055639, -1.000000
18986,1,353703231, -1.000000
18987,0,2004318071, 17.670000
18987,1,286331153, 24.280001
18988,0,1465341783, 21.020000
18988,1,353703189, 26.590000
18989,0,2139062143, 31.150000
18989,1,16843009, 26.600000
18990,0,1431786839, 28.330000
18990,1,357897557, 25.270000
18991,0,1431786839, 25.920000
18991,1,357897557, 32.410000
18992,0,2004842367, 24.190001
18992,1,17891601, 35.830002
18993,0,1431655767, -1.000000
18993,1,357913941, -1.000000
18994,0,858994495, -1.000000
18994,1,51589939, -1.000000
18995,0,859255615, -1.000000
18995,1,53678899, -1.000000
18996,0,859010943, -1.000000
18996,1,17904435, -1.000000
18997,0,926365503, -1.000000
18997,1,51581715, -1.000000
18998,0,858993535, -1.000000
18998,1,20132659, -1.000000
18999,0,858994495, -1.000000
18999,1,51589939, -1.000000
19000,0,2004318079, 30.549999
19000,1,17895697, 30.360001
19001,0,2004318079, 30.549999
19001,1,17895697, 30.360001
19002,0,2004318071, 17.670000
19002,1,286331153, 24.280001
19003,0,1465341783, 21.020000
19003,1,353703189, 26.590000
19004,0,2139062143, 31.150000
19004,1,16843009, 26.600000
19005,0,1431786839, 28.330000
19005,1,357897557, 25.270000
19006,0,1431786839, 25.920000
19006,1,357897557, 32.410000
19007,0,2004842367, 24.190001
19007,1,17891601, 35.830002
19008,0,1431655767, -1.000000
19008,1,357913941, -1.000000
19009,0,858994495, -1.000000
19009,1,51589939, -1.000000
19010,0,859255615, -1.000000
19010,1,53678899, -1.000000
19011,0,859010943, -1.000000
19011,1,17904435, -1.000000
19012,0,926365503, -1.000000
19012,1,51581715, -1.000000
19013,0,858993535, -1.000000
19013,1,20132659, -1.000000
19014,0,858994495, -1.000000
19014,1,51589939, -1.000000
19015,0,2004318079, 30.549999
19015,1,17895697, 30.360001
19016,0,2004318079, 30.549999
19016,1,17895697, 30.360001
19017,0,2004318071, 17.670000
19017,1,286331153, 24.280001
19018,0,522133279, 25.350000
19018,1,117901063, 26.590000
19019,0,522133279, 25.350000
19019,1,117901063, 26.590000
19020,0,33489407, 25.920000
19020,1,8323199, 32.410000
19021,0,19071267, -1.000000
19021,1,935278527, -1.000000
19022,0,33489407, 25.920000
19022,1,8323199, 32.410000
19023,0,369038847, -1.000000
19023,1,5701719, -1.000000
19024,0,369038847, -1.000000
19024,1,5701719, -1.000000
19025,0,56034135, 29.410000
19025,1,356455743, 22.709999
19026,0,17900339, -1.000000
19026,1,859290559, -1.000000
19027,0,17956863, -1.000000
19027,1,30591, -1.000000
19028,0,19079971, -1.000000
19028,1,926365631, -1.000000
19029,0,17956863, -1.000000
19029,1,30591, -1.000000
19030,0,357957631, -1.000000
19030,1,21847, -1.000000
19031,0,357957631, -1.000000
19031,1,21847, -1.000000
19032,0,357957631, -1.000000
19032,1,21847, -1.000000
19033,0,357957631, -1.000000
19033,1,21847, -1.000000
19034,0,1117983, 35.500000
19034,1,118454271, 28.770000
19035,0,987423, 35.500000
19035,1,125243391, 28.770000
19036,0,53696375, -1.000000
19036,1,286602047, -1.000000
19037,0,56055639, -1.000000
19037,1,353703231, -1.000000
19038,0,2004318071, 17.670000
19038,1,286331153, 18.620001
19039,0,2139062143, 21.379999
19039,1,16843009, 26.600000
19040,0,2139062143, 31.150000
19040,1,16843009, 26.600000
19041,0,536813567, 24.190001
19041,1,458759, 26.000000
19042,0,536813567, 31.780001
19042,1,458759, 26.000000
19043,0,536813567, 24.190001
19043,1,458759, 26.000000
19044,0,536813567, 31.780001
19044,1,458759, 26.000000
19045,0,2147450879, 23.370001
19045,1,65537, 28.690001
19046,0,56098815, 28.690001
19046,1,5439, 29.040001
19047,0,56098815, 36.279999
