Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
5019,   107, 20.6,      124.57, 79.4,   425.72, 29.0
5020,    91, 16.5,      111.97, 83.5,   462.79, 25.3
5021,   113, 21.2,      129.00, 78.8,   394.55, 15.0
5022,   127, 29.1,      140.43, 70.9,   401.72, 28.3
5023,   103, 20.4,      116.87, 79.6,   476.65, 22.3
5024,    85, 15.3,      105.91, 84.7,   477.37, 24.7
5025,    94,  8.5,      112.67, 91.5,   423.96, 27.7
5026,    93, 18.3,      114.31, 81.7,   496.97, 26.9
5027,    92, 15.2,      111.04, 84.8,   436.88, 26.1
5028,   121, 28.1,      132.97, 71.9,   441.18, 21.5
5029,   108, 20.4,      123.87, 79.6,   449.93, 17.6
5030,   114, 19.3,      129.70, 80.7,   412.77, 15.8
5031,    88, 11.4,      105.91, 88.6,   469.01, 21.6
5032,    94, 17.0,      109.18, 83.0,   456.32, 22.3
5033,   123, 24.4,      136.94, 75.6,   409.15, 14.6
5034,   129, 22.5,      140.90, 77.5,   350.89, 30.2
5035,    93, 20.4,      116.87, 79.6,   454.44, 26.9
5036,   131, 27.5,      141.13, 72.5,   378.00, 28.2
5037,   118, 18.6,      129.00, 81.4,   409.64, 29.7
5038,    84, 14.3,      106.61, 85.7,   483.64, 25.0
5039,   122, 24.6,      134.14, 75.4,   346.87, 27.0
5040,   119, 21.8,      136.00, 78.2,   391.02, 16.0
5041,   116, 20.7,      135.07, 79.3,   412.72, 19.8
5042,   115, 20.9,      132.50, 79.1,   433.92, 19.1
5043,   129, 27.9,      133.44, 72.1,   436.37, 16.3
5044,    89, 15.7,      108.01, 84.3,   474.95, 22.5
5045,    95, 18.9,      114.07, 81.1,   488.83, 26.3
5046,   121, 23.1,      134.84, 76.9,   399.67, 21.5
5047,    95, 16.8,      116.64, 83.2,   433.02, 23.2
5048,   124, 16.1,      136.47, 83.9,   396.37, 20.2
5049,   122, 26.2,      138.34, 73.8,   373.39, 16.4
5050,   100, 22.0,      120.84, 78.0,   414.26, 27.0
5051,   116, 25.0,      132.04, 75.0,   439.22, 18.1
5052,   101, 19.8,      123.17, 80.2,   430.31, 20.8
5053,    95, 26.3,      113.37, 73.7,   474.34, 21.1
5054,    94, 16.0,      109.87, 84.0,   442.82, 23.4
5055,    88, 12.5,      104.74, 87.5,   501.53, 26.1
5056,    98, 19.4,      117.34, 80.6,   448.42, 25.5
5057,   119, 23.5,      132.27, 76.5,   394.60, 20.2
5058,   105, 14.3,      123.17, 85.7,   378.13, 30.5
5059,    98, 25.5,      118.51, 74.5,   446.12, 21.4
5060,    96, 20.8,      109.41, 79.2,   431.49, 24.0
5061,   106, 23.6,      124.10, 76.4,   449.73, 24.5
5062,   120, 26.7,      133.44, 73.3,   456.45, 18.3
5063,   118, 20.3,      130.40, 79.7,   381.37, 18.6
5064,   110, 24.5,      122.01, 75.5,   409.39, 28.2
5065,   136, 30.9,      140.20, 69.1,   422.45, 16.9
5066,    94, 18.1,      112.21, 81.9,   475.49, 23.4
5067,   104, 20.2,      121.54, 79.8,   491.39, 22.1
5068,    99, 23.2,      117.34, 76.8,   449.77, 21.2
5069,   104, 23.1,      118.27, 76.9,   442.73, 20.2
5070,   106, 21.7,      125.27, 78.3,   441.93, 17.9
5071,    92, 17.4,      111.74, 82.6,   506.91, 21.7
5072,    86, 18.6,      110.81, 81.4,   485.09, 26.7
5073,   129, 25.6,      136.00, 74.4,   398.19, 18.6
5074,    88, 19.3,      106.61, 80.7,   509.18, 22.7
5075,    97, 20.6,      108.24, 79.4,   458.28, 23.7
5076,    87, 13.8,      113.14, 86.2,   478.58, 28.7
5077,    88, 21.6,      108.01, 78.4,   483.36, 23.9
5078,    97, 19.6,      111.27, 80.4,   473.16, 21.6
5079,    83, 10.8,      106.14, 89.2,   464.46, 25.3
5080,    88, 14.8,      105.91, 85.2,   487.98, 22.7
5081,   126, 23.8,      139.03, 76.2,   398.46, 15.9
5082,   119, 21.8,      135.54, 78.2,   393.47, 16.8
5083,    91, 15.4,      112.67, 84.6,   474.39, 26.4
5084,    95, 18.9,      115.71, 81.1,   504.98, 21.1
5085,   117, 23.1,      129.47, 76.9,   429.68, 19.7
5086,    93, 17.2,      108.94, 82.8,   487.51, 22.6
5087,    96, 17.7,      112.91, 82.3,   508.24, 20.8
5088,   108, 25.0,      116.87, 75.0,   442.54, 22.2
5089,   117, 23.9,      131.80, 76.1,   446.15, 19.7
5090,    85, 15.3,      106.84, 84.7,   465.41, 22.4
5091,   110, 25.5,      124.10, 74.5,   446.99, 17.3
5092,   103, 20.4,      118.74, 79.6,   429.28, 25.2
5093,    88,  9.1,      106.61, 90.9,   453.10, 26.1
5094,   106, 18.9,      120.37, 81.1,   466.25, 17.9
5095,   124, 22.6,      132.74, 77.4,   411.26, 18.5
5096,   118, 20.3,      135.30, 79.7,   397.55, 22.9
5097,   128, 26.6,      139.50, 73.4,   401.61, 16.4
5098,   115, 26.1,      123.64, 73.9,   428.03, 20.0
5099,   102, 20.6,      116.87, 79.4,   452.23, 22.5
5100,    94, 20.2,      110.57, 79.8,   498.31, 21.3
5101,   104, 19.2,      125.04, 80.8,   459.35, 17.3
5102,    89, 14.6,      110.57, 85.4,   472.22, 24.7
5103,    87, 14.9,      111.04, 85.1,   479.11, 24.1
5104,    89, 18.0,      107.08, 82.0,   468.63, 20.2
5105,   122, 26.2,      134.60, 73.8,   394.42, 25.4
5106,   128, 28.1,      134.84, 71.9,   401.23, 14.1
5107,   112, 29.5,      124.80, 70.5,   501.84, 24.1
5108,    94, 17.0,      114.77, 83.0,   479.56, 20.2
5109,    98, 24.5,      115.71, 75.5,   473.66, 25.5
5110,   103, 17.5,      124.80, 82.5,   432.29, 25.2
5111,   104, 23.1,      116.87, 76.9,   467.41, 24.0
5112,   104, 21.2,      117.81, 78.8,   434.07, 23.1
5113,   109, 13.8,      129.24, 86.2,   442.54, 19.3
5114,   108, 22.2,      122.94, 77.8,   457.62, 21.3
5115,   131, 30.5,      134.60, 69.5,   409.15, 19.1
5116,    90, 20.0,      111.04, 80.0,   460.73, 25.6
5117,   111, 22.5,      130.64, 77.5,   458.25, 17.1
5118,    96, 22.9,      114.07, 77.1,   471.47, 20.8
5119,   109, 26.6,      127.60, 73.4,   452.64, 22.0
5120,   145, 31.7,      146.27, 68.3,   393.49, 13.1
5121,   114, 27.2,      129.94, 72.8,   441.49, 18.4
5122,    95, 10.5,      112.67, 89.5,   434.10, 21.1
5123,    83, 13.3,      105.44, 86.7,   471.98, 21.7
5124,   109, 22.0,      119.44, 78.0,   448.38, 18.3
5125,    98, 17.3,      114.07, 82.7,   446.49, 24.5
5126,   106, 18.9,      117.81, 81.1,   464.74, 24.5
5127,    97, 18.6,      112.44, 81.4,   469.18, 22.7
5128,   100, 20.0,      119.44, 80.0,   431.35, 19.0
5129,    95, 15.8,      111.04, 84.2,   463.10, 25.3
5130,    90, 16.7,      115.47, 83.3,   476.92, 24.4
5131,   110, 21.8,      120.14, 78.2,   483.47, 19.1
5132,    96, 21.9,      110.11, 78.1,   476.30, 22.9
5133,   101, 22.8,      122.01, 77.2,   442.25, 19.8
5134,    94, 17.0,      112.21, 83.0,   504.55, 21.3
5135,   106, 24.5,      121.54, 75.5,   477.32, 24.5
5136,   104, 24.0,      121.54, 76.0,   482.09, 22.1
5137,   106, 20.8,      128.54, 79.2,   420.97, 21.7
5138,   116, 27.6,      125.50, 72.4,   433.18, 20.7
5139,   104, 18.3,      117.34, 81.7,   433.38, 19.2
5140,   121, 24.8,      136.00, 75.2,   380.62, 29.8
5141,   120, 25.0,      135.30, 75.0,   400.34, 15.8
5142,   105, 22.9,      122.24, 77.1,   489.36, 21.0
5143,   110, 20.9,      125.74, 79.1,   446.03, 19.1
5144,   110, 25.5,      127.37, 74.5,   441.30, 16.4
5145,   116, 21.6,      131.80, 78.4,   435.14, 20.7
5146,   115, 20.0,      122.94, 80.0,   464.22, 20.0
5147,   125, 26.4,      136.47, 73.6,   416.01, 20.8
5148,    99, 24.2,      113.14, 75.8,   498.94, 19.2
5149,    96, 13.5,      121.31, 86.5,   472.93, 22.9
5150,   130, 27.7,      140.43, 72.3,   409.57, 14.6
5151,    94, 21.3,      110.57, 78.7,   480.91, 21.3
5152,   124, 21.0,      136.47, 79.0,   396.43, 20.2
5153,   120, 30.0,      126.67, 70.0,   448.84, 21.7
5154,    93, 18.3,      111.51, 81.7,   468.07, 22.6
5155,   113, 26.5,      124.10, 73.5,   470.27, 18.6
5156,    98, 14.3,      113.37, 85.7,   437.07, 23.5
5157,    97, 20.6,      115.24, 79.4,   451.28, 21.6
5158,   119, 21.8,      136.00, 78.2,   405.56, 18.5
5159,   128, 22.7,      139.73, 77.3,   399.35, 14.8
5160,    94, 22.3,      111.97, 77.7,   500.79, 22.3
5161,   124, 21.0,      135.30, 79.0,   410.96, 15.3
5162,    83, 15.7,      106.61, 84.3,   487.83, 22.9
5163,    82, 13.4,      106.84, 86.6,   475.79, 22.0
5164,   115, 21.7,      128.30, 78.3,   444.10, 21.7
5165,    93, 15.1,      111.74, 84.9,   452.48, 24.7
5166,   101, 16.8,      120.37, 83.2,   448.22, 18.8
5167,    88, 15.9,      110.81, 84.1,   492.38, 21.6
5168,    88, 13.6,      108.01, 86.4,   484.08, 23.9
5169,   111, 22.5,      127.14, 77.5,   423.12, 27.9
5170,    98, 24.5,      110.81, 75.5,   452.36, 17.3
5171,    93, 21.5,      109.41, 78.5,   453.57, 19.4
5172,    94, 20.2,      109.64, 79.8,   450.73, 23.4
5173,    97, 19.6,      113.61, 80.4,   450.28, 24.7
5174,   106, 25.5,      124.10, 74.5,   458.28, 17.9
5175,    99, 22.2,      116.41, 77.8,   477.29, 25.3
5176,   101, 20.8,      113.37, 79.2,   466.13, 24.8
5177,   130, 25.4,      141.13, 74.6,   396.11, 15.4
5178,   130, 24.6,      141.37, 75.4,   428.63, 14.6
5179,    85, 16.5,      104.74, 83.5,   458.72, 22.4
5180,   116, 19.0,      130.64, 81.0,   367.86, 31.0
5181,   111, 26.1,      129.70, 73.9,   411.86, 26.1
5182,   114, 26.3,      128.30, 73.7,   491.08, 24.6
5183,   111, 26.1,      114.77, 73.9,   483.35, 25.2
5184,   105, 22.9,      118.97, 77.1,   460.58, 20.0
5185,    93, 20.4,      110.57, 79.6,   460.67, 21.5
5186,   139, 30.2,      151.17, 69.8,   408.08, 16.5
5187,   119, 26.1,      127.60, 73.9,   462.05, 19.3
5188,    83, 12.0,      109.87, 88.0,   459.46, 25.3
5189,    84, 15.5,      107.08, 84.5,   460.25, 20.2
5190,    94, 19.1,      109.87, 80.9,   467.62, 25.5
5191,    99, 20.2,      117.34, 79.8,   451.39, 27.3
5192,   114, 23.7,      122.94, 76.3,   420.93, 24.6
5193,   111, 17.1,      129.70, 82.9,   451.59, 17.1
5194,   104, 19.2,      120.37, 80.8,   448.29, 27.9
5195,    92, 14.1,      111.97, 85.9,   476.91, 28.3
5196,    79, 11.4,      108.48, 88.6,   467.55, 25.3
5197,   128, 28.1,      136.47, 71.9,   391.09, 16.4
5198,   133, 29.3,      142.07, 70.7,   380.49, 13.5
5199,   107, 29.9,      119.21, 70.1,   488.72, 18.7
5200,    81,  8.6,      104.51, 91.4,   485.05, 25.9
5201,    85, 11.8,      108.71, 88.2,   476.03, 23.5
5202,   103, 17.5,      122.94, 82.5,   386.42, 29.1
5203,   119, 25.2,      138.57, 74.8,   353.20, 20.2
5204,    99, 12.1,      123.41, 87.9,   441.63, 20.2
5205,    95, 17.9,      111.04, 82.1,   504.34, 25.3
5206,   106, 20.8,      123.64, 79.2,   427.39, 18.9
5207,   134, 29.1,      146.50, 70.9,   358.80, 29.1
5208,   114, 20.2,      130.17, 79.8,   388.18, 28.9
5209,    91, 16.5,      106.84, 83.5,   496.35, 23.1
5210,   119, 21.0,      134.84, 79.0,   384.47, 19.3
5211,    95, 17.9,      111.04, 82.1,   478.02, 21.1
5212,    95, 21.1,      108.94, 78.9,   484.96, 20.0
5213,    99, 22.2,      115.71, 77.8,   454.63, 23.2
5214,    97, 14.4,      114.54, 85.6,   463.28, 19.6
5215,   104, 25.0,      119.21, 75.0,   489.01, 24.0
5216,    99, 23.2,      114.54, 76.8,   469.08, 21.2
5217,   106, 23.6,      118.74, 76.4,   478.88, 26.4
5218,    97, 22.7,      118.51, 77.3,   467.63, 26.8
5219,    92, 12.0,      110.81, 88.0,   458.78, 23.9
5220,    93, 16.1,      109.87, 83.9,   460.01, 21.5
5221,   105, 24.8,      122.24, 75.2,   477.74, 22.9
5222,    87, 11.5,      109.64, 88.5,   471.02, 21.8
5223,   116, 26.7,      125.74, 73.3,   460.67, 25.0
5224,    93, 12.9,      116.17, 87.1,   475.89, 20.4
5225,   123, 25.2,      138.34, 74.8,   398.37, 22.0
5226,   131, 29.0,      141.37, 71.0,   411.23, 14.5
5227,   100, 19.0,      118.97, 81.0,   489.37, 18.0
5228,    90, 12.2,      107.31, 87.8,   492.42, 21.1
5229,   129, 29.5,      137.64, 70.5,   436.81, 16.3
5230,   104, 25.0,      115.94, 75.0,   490.32, 20.2
5231,   101, 22.8,      117.11, 77.2,   454.03, 24.8
5232,   124, 25.0,      136.00, 75.0,   385.04, 16.9
5233,    96, 15.6,      114.07, 84.4,   424.14, 26.0
5234,   102, 18.6,      115.71, 81.4,   439.23, 21.6
5235,    95, 18.9,      108.94, 81.1,   518.17, 24.2
5236,    95, 22.1,      108.24, 77.9,   461.31, 18.9
5237,   133, 26.3,      143.23, 73.7,   404.57, 15.0
5238,   100, 21.0,      113.37, 79.0,   467.55, 24.0
5239,   133, 27.1,      140.20, 72.9,   426.05, 15.8
5240,   119, 25.2,      137.40, 74.8,   386.82, 18.5
5241,   125, 21.6,      141.37, 78.4,   390.17, 20.8
5242,   120, 20.8,      133.20, 79.2,   370.19, 18.3
5243,    99, 21.2,      115.94, 78.8,   453.99, 22.2
5244,   113, 24.8,      130.17, 75.2,   418.97, 26.5
5245,   104, 21.2,      117.34, 78.8,   471.37, 23.1
5246,    98, 21.4,      113.61, 78.6,   468.93, 21.4
5247,    88, 14.8,      109.41, 85.2,   489.18, 23.9
5248,   124, 27.4,      137.17, 72.6,   398.24, 18.5
5249,   110, 24.5,      121.07, 75.5,   421.13, 27.3
5250,   120, 20.0,      132.97, 80.0,   412.28, 15.8
5251,   137, 29.9,      143.93, 70.1,   426.02, 21.2
5252,    90, 12.2,      110.81, 87.8,   451.68, 26.7
5253,   128, 25.0,      143.70, 75.0,   388.83, 19.5
5254,   128, 25.8,      141.60, 74.2,   406.45, 18.8
5255,   101, 23.8,      113.37, 76.2,   439.77, 21.8
5256,   101, 23.8,      115.01, 76.2,   488.15, 20.8
5257,    95, 15.8,      114.77, 84.2,   466.92, 25.3
5258,    93, 21.5,      113.84, 78.5,   503.12, 21.5
5259,   120, 20.0,      133.90, 80.0,   429.29, 18.3
5260,   104, 23.1,      115.01, 76.9,   430.63, 26.9
5261,   106, 18.9,      119.21, 81.1,   449.85, 17.9
5262,   120, 22.5,      133.67, 77.5,   408.59, 15.8
5263,    91, 20.9,      108.71, 79.1,   481.55, 22.0
5264,   142, 35.2,      144.63, 64.8,   362.34, 31.0
5265,   115, 18.3,      131.34, 81.7,   439.66, 16.5
5266,   125, 32.0,      131.80, 68.0,   431.20, 14.4
5267,    90, 18.9,      109.87, 81.1,   490.65, 21.1
5268,   110, 23.6,      124.10, 76.4,   447.50, 17.3
5269,    99, 20.2,      113.37, 79.8,   487.89, 22.2
5270,    90, 16.7,      111.27, 83.3,   478.75, 24.4
5271,   102, 17.6,      124.80, 82.4,   464.24, 22.5
5272,   109, 22.9,      125.04, 77.1,   434.03, 26.6
5273,   105, 21.9,      123.87, 78.1,   484.41, 21.9
5274,   121, 24.0,      136.94, 76.0,   403.88, 31.4
5275,    90, 21.1,      107.08, 78.9,   470.74, 20.0
5276,   102, 23.5,      117.57, 76.5,   459.27, 20.6
5277,   112, 25.0,      121.31, 75.0,   496.79, 20.5
5278,    89, 15.7,      107.08, 84.3,   481.13, 22.5
5279,   105, 23.8,      117.57, 76.2,   495.24, 21.9
5280,    94, 21.3,      107.78, 78.7,   475.19, 18.1
5281,   115, 26.1,      122.01, 73.9,   441.34, 17.4
5282,   110, 25.5,      118.74, 74.5,   489.38, 23.6
5283,   117, 24.8,      128.54, 75.2,   402.82, 31.6
5284,    87, 12.6,      106.38, 87.4,   441.61, 23.0
5285,   101, 14.9,      116.17, 85.1,   424.70, 22.8
5286,   107, 24.3,      125.97, 75.7,   446.64, 19.6
5287,   109, 22.0,      130.64, 78.0,   423.05, 18.3
5288,   113, 30.1,      125.04, 69.9,   423.52, 17.7
5289,    99, 20.2,      115.47, 79.8,   495.01, 18.2
5290,   106, 21.7,      125.27, 78.3,   461.72, 17.9
5291,   105, 19.0,      117.11, 81.0,   477.31, 25.7
5292,   116, 21.6,      133.90, 78.4,   405.68, 16.4
5293,   139, 27.3,      146.73, 72.7,   386.41, 18.0
5294,   100, 21.0,      116.41, 79.0,   466.05, 23.0
5295,    93, 20.4,      108.01, 79.6,   463.40, 20.4
5296,    89, 16.9,      108.71, 83.1,   465.32, 25.8
5297,   123, 26.0,      133.20, 74.0,   392.79, 15.4
5298,    89, 21.3,      108.71, 78.7,   460.91, 19.1
5299,   115, 21.7,      132.04, 78.3,   370.38, 20.9
5300,   111, 22.5,      126.90, 77.5,   393.27, 28.8
5301,    93, 17.2,      113.61, 82.8,   506.44, 22.6
5302,   119, 20.2,      134.37, 79.8,   366.99, 28.6
5303,    93, 22.6,      109.64, 77.4,   471.71, 22.6
5304,   110, 17.3,      134.60, 82.7,   433.65, 16.4
5305,    93, 17.2,      112.67, 82.8,   472.90, 22.6
5306,    99, 17.2,      123.17, 82.8,   434.13, 19.2
5307,    84, 14.3,      110.34, 85.7,   478.69, 23.8
5308,    95, 16.8,      116.17, 83.2,   477.69, 21.1
5309,   119, 24.4,      126.90, 75.6,   405.34, 19.3
5310,    83, 10.8,      104.51, 89.2,   451.84, 22.9
5311,    93, 15.1,      111.97, 84.9,   458.30, 21.5
5312,   122, 26.2,      131.80, 73.8,   391.66, 20.5
5313,    87, 18.4,      107.54, 81.6,   459.95, 21.8
5314,   103, 14.6,      126.67, 85.4,   410.73, 18.4
5315,    99, 26.3,      114.31, 73.7,   497.32, 20.2
5316,   110, 27.3,      123.64, 72.7,   451.99, 28.2
5317,   100, 22.0,      118.74, 78.0,   478.72, 23.0
5318,   123, 30.1,      132.97, 69.9,   405.67, 15.4
5319,   101, 16.8,      121.07, 83.2,   463.17, 17.8
5320,    97, 23.7,      112.21, 76.3,   487.00, 23.7
5321,   130, 26.9,      142.77, 73.1,   451.99, 16.9
5322,   105, 19.0,      119.21, 81.0,   418.33, 24.8
5323,   103, 20.4,      122.24, 79.6,   490.62, 22.3
5324,   108, 20.4,      120.61, 79.6,   432.84, 22.2
5325,    91, 19.8,      104.98, 80.2,   479.02, 22.0
5326,    92, 17.4,      110.11, 82.6,   437.59, 25.0
5327,   103, 18.4,      118.97, 81.6,   473.35, 24.3
5328,   123, 24.4,      132.97, 75.6,   394.87, 21.1
5329,   102, 20.6,      118.74, 79.4,   441.13, 23.5
5330,   120, 17.5,      132.97, 82.5,   394.52, 19.2
5331,   120, 26.7,      132.50, 73.3,   401.56, 25.0
5332,   126, 23.0,      137.40, 77.0,   390.18, 14.3
5333,    88, 13.6,      107.08, 86.4,   465.44, 23.9
5334,   123, 26.0,      138.10, 74.0,   462.24, 19.5
5335,   128, 25.0,      137.40, 75.0,   340.50, 19.5
5336,   112, 23.2,      131.80, 76.8,   455.42, 22.3
5337,   115, 20.9,      134.60, 79.1,   415.71, 32.2
5338,    97, 19.6,      117.34, 80.4,   455.28, 24.7
5339,   113, 29.2,      124.34, 70.8,   472.80, 25.7
5340,    99, 18.2,      112.91, 81.8,   439.42, 26.3
5341,    97, 19.6,      108.71, 80.4,   491.37, 21.6
5342,   120, 24.2,      135.77, 75.8,   396.79, 15.8
5343,   115, 20.0,      131.34, 80.0,   414.19, 17.4
5344,    96, 21.9,      112.21, 78.1,   480.14, 20.8
5345,    89, 19.1,      110.34, 80.9,   502.39, 22.5
5346,    89, 15.7,      102.18, 84.3,   473.67, 24.7
5347,   122, 24.6,      132.27, 75.4,   421.88, 15.6
5348,    93, 18.3,      109.41, 81.7,   463.18, 23.7
5349,   109, 19.3,      131.57, 80.7,   405.96, 19.3
5350,    96, 18.8,      113.14, 81.2,   460.80, 20.8
5351,    95, 14.7,      117.34, 85.3,   452.62, 25.3
5352,    89, 18.0,      115.01, 82.0,   428.45, 24.7
5353,    92, 19.6,      109.87, 80.4,   443.28, 23.9
5354,    86, 19.8,      108.24, 80.2,   439.06, 23.3
5355,   108, 29.6,      118.27, 70.4,   475.96, 25.9
5356,    88, 21.6,      107.54, 78.4,   524.73, 23.9
5357,    94, 18.1,      117.81, 81.9,   447.01, 21.3
5358,    89, 20.2,      110.34, 79.8,   470.07, 24.7
5359,   131, 27.5,      137.87, 72.5,   426.69, 17.6
5360,   130, 26.9,      142.53, 73.1,   394.56, 14.6
5361,    91, 18.7,      110.34, 81.3,   474.97, 25.3
5362,   105, 19.0,      117.57, 81.0,   461.61, 21.0
5363,   119, 25.2,      133.67, 74.8,   406.88, 17.6
5364,   139, 36.0,      142.07, 64.0,   405.59, 14.4
5365,   101, 20.8,      119.67, 79.2,   457.33, 19.8
5366,   112, 19.6,      130.40, 80.4,   393.04, 18.8
5367,   103, 19.4,      116.17, 80.6,   434.26, 26.2
5368,   114, 21.1,      127.14, 78.9,   468.33, 23.7
5369,   128, 21.9,      135.07, 78.1,   387.36, 28.9
5370,   107, 23.4,      119.67, 76.6,   449.16, 26.2
5371,    84, 10.7,      106.84, 89.3,   461.00, 21.4
5372,    94, 17.0,      111.74, 83.0,   474.26, 25.5
5373,   115, 23.5,      130.87, 76.5,   439.51, 16.5
5374,    91, 18.7,      108.48, 81.3,   464.63, 20.9
5375,   126, 25.4,      135.77, 74.6,   418.42, 27.8
5376,    96, 19.8,      115.71, 80.2,   476.77, 25.0
5377,   114, 21.1,      131.57, 78.9,   429.51, 18.4
5378,    98, 18.4,      113.61, 81.6,   463.98, 24.5
5379,   126, 21.4,      135.54, 78.6,   384.92, 15.9
5380,    96, 13.5,      112.91, 86.5,   449.92, 25.0
5381,   114, 16.7,      123.17, 83.3,   405.53, 15.8
5382,   114, 21.9,      123.41, 78.1,   448.32, 23.7
5383,    93, 17.2,      108.94, 82.8,   462.03, 21.5
5384,    95, 18.9,      111.97, 81.1,   477.46, 27.4
5385,    98, 21.4,      112.44, 78.6,   509.14, 25.5
5386,    91, 19.8,      110.81, 80.2,   472.29, 20.9
5387,   110, 21.8,      130.64, 78.2,   407.79, 28.2
5388,    93, 18.3,      112.91, 81.7,   497.53, 23.7
5389,   112, 22.3,      123.87, 77.7,   439.63, 29.5
5390,   127, 26.0,      136.47, 74.0,   415.42, 15.0
5391,   119, 21.0,      133.20, 79.0,   376.62, 16.8
5392,    85, 12.9,      104.51, 87.1,   464.27, 22.4
5393,    93, 20.4,      107.54, 79.6,   468.66, 18.3
5394,    97, 18.6,      116.41, 81.4,   449.70, 27.8
5395,   118, 18.6,      132.74, 81.4,   390.14, 29.7
5396,   130, 33.1,      139.97, 66.9,   421.91, 17.7
5397,   134, 27.6,      144.17, 72.4,   411.22, 22.4
5398,   126, 23.8,      137.87, 76.2,   362.11, 16.7
5399,    96, 15.6,      112.91, 84.4,   446.48, 19.8
5400,    98, 22.4,      112.91, 77.6,   502.45, 20.4
5401,   125, 23.2,      137.40, 76.8,   370.68, 21.6
5402,    96, 19.8,      115.47, 80.2,   470.86, 21.9
5403,   113, 25.7,      121.77, 74.3,   431.60, 18.6
5404,    93, 19.4,      111.04, 80.6,   465.94, 23.7
5405,   101, 21.8,      120.61, 78.2,   493.96, 21.8
5406,   100, 27.0,      118.74, 73.0,   477.08, 24.0
5407,   105, 19.0,      117.11, 81.0,   413.56, 23.8
5408,   106, 22.6,      123.41, 77.4,   476.45, 21.7
5409,    91, 17.6,      111.97, 82.4,   483.19, 22.0
5410,    92, 16.3,      106.84, 83.7,   488.67, 22.8
5411,   104, 25.0,      115.47, 75.0,   477.06, 21.2
5412,   112, 23.2,      125.74, 76.8,   414.43, 16.1
5413,   112, 21.4,      126.90, 78.6,   409.23, 25.9
5414,   104, 26.9,      116.41, 73.1,   492.53, 20.2
5415,   107, 19.6,      123.64, 80.4,   463.46, 16.8
5416,    91, 16.5,      108.01, 83.5,   460.57, 24.2
5417,   110, 23.6,      127.14, 76.4,   410.63, 27.3
5418,   133, 29.3,      144.87, 70.7,   376.55, 15.0
5419,   105, 23.8,      121.77, 76.2,   475.08, 26.7
5420,    92, 21.7,      107.08, 78.3,   438.59, 19.6
5421,    97, 16.5,      111.04, 83.5,   484.06, 23.7
5422,   140, 29.3,      149.07, 70.7,   404.96, 12.9
5423,   103, 17.5,      119.67, 82.5,   433.89, 18.4
5424,   103, 17.5,      120.37, 82.5,   434.61, 28.2
5425,   117, 27.4,      132.27, 72.6,   481.50, 17.9
5426,    84,  9.5,      102.88, 90.5,   468.90, 22.6
5427,   113, 21.2,      135.77, 78.8,   400.72, 14.2
5428,   100, 23.0,      117.34, 77.0,   503.91, 22.0
5429,    96, 15.6,      113.84, 84.4,   459.62, 17.7
5430,   128, 25.8,      140.20, 74.2,   356.52, 34.4
5431,   101, 15.8,      117.34, 84.2,   496.59, 21.8
5432,    97, 21.6,      116.64, 78.4,   498.27, 21.6
5433,    90, 14.4,      106.61, 85.6,   441.62, 24.4
5434,   128, 25.0,      136.94, 75.0,   387.93, 27.3
5435,    83, 13.3,      107.08, 86.7,   444.51, 20.5
5436,    96, 20.8,      113.61, 79.2,   477.59, 19.8
5437,    89, 15.7,      109.87, 84.3,   446.05, 23.6
5438,   100, 23.0,      118.51, 77.0,   472.80, 19.0
5439,   118, 27.1,      131.10, 72.9,   470.81, 16.9
5440,   103, 21.4,      117.34, 78.6,   474.17, 18.4
5441,    96, 15.6,      115.47, 84.4,   489.19, 21.9
5442,   131, 29.0,      135.54, 71.0,   436.21, 17.6
5443,    96, 20.8,      113.37, 79.2,   445.07, 25.0
5444,    89, 11.2,      112.91, 88.8,   433.69, 25.8
5445,    98, 17.3,      107.78, 82.7,   478.51, 19.4
5446,   113, 18.6,      129.70, 81.4,   409.36, 19.5
5447,   100, 23.0,      116.87, 77.0,   495.28, 21.0
5448,   106, 29.2,      121.07, 70.8,   509.16, 26.4
5449,    96, 15.6,      114.54, 84.4,   453.66, 21.9
5450,   121, 26.4,      128.30, 73.6,   438.04, 18.2
5451,    95, 22.1,      113.14, 77.9,   471.10, 22.1
5452,   112, 25.9,      127.84, 74.1,   410.35, 27.7
5453,   116, 19.8,      132.50, 80.2,   389.78, 29.3
5454,   138, 30.4,      144.40, 69.6,   409.49, 15.9
5455,   131, 25.2,      143.93, 74.8,   417.08, 19.1
5456,   103, 19.4,      122.94, 80.6,   394.19, 21.4
5457,   107, 18.7,      120.37, 81.3,   453.68, 20.6
5458,    94, 22.3,      112.21, 77.7,   502.22, 22.3
5459,    95, 13.7,      117.81, 86.3,   455.18, 21.1
5460,   123, 22.8,      138.10, 77.2,   375.51, 15.4
5461,   112, 28.6,      126.20, 71.4,   465.76, 20.5
5462,    88, 17.0,      110.57, 83.0,   506.63, 22.7
5463,    85, 16.5,      108.24, 83.5,   457.84, 23.5
5464,    81, 11.1,      105.68, 88.9,   477.11, 28.4
5465,    91, 16.5,      108.24, 83.5,   475.82, 23.1
5466,   132, 24.2,      138.80, 75.8,   370.22, 27.3
5467,   103, 28.2,      120.61, 71.8,   447.32, 24.3
5468,   104, 21.2,      118.74, 78.8,   506.27, 20.2
